T: Protein IDs	FF_W2_1	FF_W2_2	FF_W2_3	FF_W2_5	FF_W2_6	FF_W2_7	FF_W2_8	FFPE_W2_1	FFPE_W2_2	FFPE_W2_3	FFPE_W2_5	FFPE_W2_6	FFPE_W2_7	FFPE_W2_8	FFPE_E878	FFPE__872	FFPE__875	FFPE__876	FFPE__877	FFPE__879	GS50	GS51	GS52	GS53	GS54
Q9JIS5	1.41908	0.0561893	0.776099	0.50348	0.756428	1.50023	0.107991	1.53499	NaN	-0.175229	0.421803	-0.585954	1.59543	NaN	-0.708495	NaN	-3.88707	NaN	-1.72563	-1.49105	-2.14651	-2.25088	1.10884	1.05037	1.21322
Q9JIW9	0.395813	-0.0183829	-0.571861	-0.0090369	0.428654	0.534807	0.100155	0.405329	NaN	-0.443518	0.0385305	-0.101864	0.485148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.822809	-0.50267	NaN
Q9JIX0	0.0679321	0.810801	0.150391	-0.105206	0.461428	-0.834126	0.579561	-0.594204	-0.535156	-0.622053	0.108988	-0.461428	NaN	-0.061573	-0.427193	0.122036	0.376823	0.306007	-0.176825	-0.277384	1.05766	1.05606	0.808477	-0.061285	-0.620197
Q9JIX8	0.143124	1.2514	0.174578	0.154799	0.77753	-0.327415	1.26308	-0.584113	0.279303	0.669736	-0.0793926	0.437609	-1.4973	0.453191	-1.31159	-1.16385	-1.16572	-1.23345	-1.60674	-1.05509	1.62088	1.93873	1.4791	1.22146	0.155877
Q9JJ28	-0.0155444	0.458617	-0.12877	-0.233116	0.289038	-0.2187	-0.151525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JJ43	NaN	NaN	NaN	NaN	NaN	-1.77674	NaN	0.727803	NaN	NaN	-0.176848	0.720968	0.504821	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JJ78	NaN	0.445483	-0.678878	-0.544168	NaN	NaN	-0.268482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27188	0.774165	NaN	NaN	NaN
Q9JJA4	NaN	-0.0342164	NaN	-0.336646	-0.382468	NaN	-0.39004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.406681	0.926391	-0.189702	NaN	NaN
Q9JJF0	NaN	-1.04958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.336981	0.25485	1.07883	-0.124671	0.177551
Q9JJI8	0.556951	1.55795	1.42681	1.27546	0.984937	0.83551	1.55192	NaN	NaN	-0.118626	-1.42484	-2.22272	NaN	-0.880568	-0.831324	1.17097	NaN	0.79236	-1.58768	NaN	-1.53191	-0.214499	-0.372891	-0.4973	-0.591128
Q9JJK2	1.46608	0.625716	0.766726	0.775662	0.818486	1.57165	0.671765	-1.20875	NaN	-1.52831	-0.936484	0.141394	-0.837325	-1.17575	-0.358224	-0.41204	-0.639665	-0.744702	-0.703454	-0.782336	0.80588	0.791272	1.36002	1.20671	1.18783
Q9JJT9	NaN	0.237271	-0.0697985	0.394567	NaN	NaN	-0.0865259	NaN	NaN	NaN	NaN	0.0852156	NaN	-0.552384	NaN	NaN	NaN	NaN	NaN	NaN	0.660167	0.851943	0.336034	-0.394076	-0.910861
Q9JJU8	0.166855	1.58315	1.02512	0.867678	0.113722	-0.138519	1.05587	-3.00241	-2.17512	-2.04368	-2.25168	-2.27729	NaN	-1.76088	0.932836	1.35668	1.35915	1.05288	0.581098	0.0140723	1.58169	1.85534	1.43203	1.0171	0.701097
Q9JJV2	0.817623	0.281763	0.667189	0.442518	0.577919	1.10857	0.111914	0.498392	-1.35661	-0.564808	-0.0588987	-0.694519	0.390553	-1.54137	0.249565	-1.11163	-0.858322	-0.895015	0.259444	0.23206	-0.71562	-0.0571496	0.774309	0.681809	1.11683
Q9JJY3	-0.684589	0.169249	0.757967	-0.151773	0.0859585	0.167341	-0.0975361	-0.296333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JJZ2	1.687	0.343903	0.0889001	0.279864	0.944138	1.60842	1.31703	1.39848	NaN	-0.724115	-0.954671	NaN	0.983231	NaN	0.522154	-1.31773	-1.54262	-1.89214	0.208727	0.148503	NaN	NaN	-1.55332	-0.942153	NaN
Q9JJZ4	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JK23	-0.900551	0.165096	0.719931	0.154856	-0.368757	-0.470793	-0.44961	-0.817408	0.258465	0.363735	-0.359375	-0.91684	NaN	0.197544	NaN	NaN	NaN	NaN	NaN	NaN	0.867569	0.974851	-0.0148698	0.546409	0.221432
Q9JK42	0.694283	NaN	-0.961071	0.0977364	NaN	1.38358	-1.21452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JK48	-0.58733	-0.491953	NaN	0.170049	0.247611	-0.161282	NaN	0.199262	0.213249	-0.148303	0.230399	0.41258	-0.33388	-0.0401751	0.372955	0.552833	-1.30965	-0.807624	-0.840321	-1.72847	0.640184	0.542896	0.526018	1.03249	0.830406
Q9JK81	-0.759936	-0.260751	-0.14288	-0.238007	0.0641471	-1.26592	-0.00503051	-0.0879964	0.725286	0.0341579	0.0873119	0.758311	-0.454402	0.291864	0.453168	0.735398	1.07383	0.855453	0.0772697	0.226033	0.216827	0.433189	-0.362452	-0.486665	-1.42765
"Q9JKB1;P58321"	0.712047	0.672229	0.46973	0.611661	0.491298	0.380493	0.671789	-1.6996	-2.05446	-1.28584	-1.18129	-1.49917	-2.40085	-0.822089	0.797477	0.373977	0.416128	0.182231	0.3859	0.323387	1.05832	1.21326	1.08747	1.17946	0.843189
Q9JKB3	-2.86577	-0.403841	-0.985161	-1.27077	-1.08742	-3.25471	-0.795996	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.563828	1.36562	1.95087	1.34539	0.311283	-0.0256805	1.68343	1.97931	1.74638	0.996487	0.637897
Q9JKC6	1.30393	0.856858	0.840007	0.961217	0.863238	1.52897	0.684524	-0.142802	NaN	-1.11204	-0.105544	-2.23763	-0.878242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.86004	-1.30361	0.764783	-0.336345	0.877559
Q9JKC8	-0.0327113	-0.0717452	0.199873	0.546684	-0.00357652	0.234722	0.612848	NaN	NaN	NaN	NaN	-1.48609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JKD3	0.690869	0.16321	0.588633	0.0916618	-1.62579	0.978123	0.254189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.09166	-1.4657	0.829636	-0.0952527	0.682083
"Q9JKF1;Q3UQ44"	-1.7242	0.651788	0.410346	0.271768	1.31643	-1.5231	0.705876	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.55591	1.55023	0.0236024	-0.0296164	-2.41645
Q9JKF6	-0.436021	-0.454572	-0.406482	-0.529058	-1.2629	0.263144	-1.70173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.994941	0.583383	2.22584	0.930522	1.78282
Q9JKK1	-0.0562217	0.312337	NaN	0.193321	NaN	-0.242955	0.21026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.83101	NaN	NaN	NaN	-0.174128	-0.275223	-0.246081	NaN	-0.552317
Q9JKK7	0.821393	0.525308	0.677522	0.60721	-0.261984	1.09377	0.416019	-0.0687775	-1.26127	-0.242169	0.0947147	-0.597003	0.345705	-1.68595	0.437822	-0.953137	-0.665362	-0.219418	0.513233	0.176843	-0.296441	-0.43359	0.472574	0.514469	0.187889
Q9JKN1	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JKN6	-0.228425	-0.0259694	-0.181865	-0.318273	-0.170457	-0.0814485	-0.207931	0.583709	0.371818	0.224334	0.0395918	0.871774	0.598567	-0.0854425	-0.183444	-1.3149	-0.462146	-1.2838	-0.0769376	0.128747	0.434842	0.470365	0.580657	0.799338	0.346009
"Q9JKP5;Q8R003"	-0.116073	0.109267	-0.37358	0.332364	-0.0877465	-0.0456971	0.181464	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JKP7	NaN	-0.651	-1.08265	-1.29637	-0.320052	NaN	-0.715755	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.62894	2.20002	0.752177	NaN	-0.235992	0.480014	0.447963	NaN	-1.20729	NaN
Q9JKR6	2.04125	2.26509	1.993	2.12265	2.12587	1.88379	2.05245	-1.10247	-3.92725	0.522698	0.50037	-1.74171	-4.43169	-1.50437	-1.92294	-0.942968	NaN	-2.08768	-2.5627	-3.16533	2.04823	1.96502	1.90913	1.768	1.67669
Q9JKS5	-0.0505595	NaN	NaN	0.1229	NaN	-0.234205	0.161864	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JKV1	-0.636759	0.374622	-0.0779042	0.0422587	0.114906	-0.148547	0.248252	-0.620154	-0.877049	-1.16032	-0.63538	-0.359797	-0.743487	-0.644562	0.643669	0.621009	0.690025	0.484035	0.443336	0.347602	0.830148	0.814922	0.29482	0.217323	0.315807
Q9JKW0	0.731945	-0.0912747	0.227638	0.0963988	-0.109435	0.135879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JKX6	-0.444903	0.300651	0.0620097	0.157116	0.423485	-0.379904	0.546896	NaN	0.0225428	0.289305	0.213774	0.707556	NaN	0.210447	-0.238604	0.0909671	0.59227	-0.766028	-1.0683	NaN	0.31398	0.318651	-0.273234	-0.486147	-1.05289
Q9JKY0	0.207324	0.981471	0.796292	0.903178	-0.855134	0.520068	0.941537	NaN	NaN	NaN	-1.28529	NaN	NaN	NaN	0.282859	-0.563943	-1.51535	-1.02498	-1.13399	NaN	0.790887	0.584949	0.555934	0.543729	-0.729533
Q9JKY5	1.18526	0.658399	1.1857	1.25854	1.31079	1.01015	0.78301	0.286496	-0.0233734	-0.105635	0.63322	0.200355	0.325219	NaN	-1.81028	-2.04348	NaN	NaN	NaN	NaN	-1.11614	-0.992913	-1.26061	-0.3557	-1.31051
Q9JL35	-0.166254	1.07988	0.887949	0.0771008	0.805178	-1.52445	1.10499	-1.51305	0.0382424	-0.784826	-0.837765	-0.283022	-1.46671	-0.536631	-0.149498	0.0151139	0.243685	0.0232716	-0.292271	-0.572145	1.71874	1.96852	2.17355	1.12	0.390545
Q9JL62	0.474573	0.583012	0.155794	0.90502	0.730448	0.90005	0.02615	-0.165048	-2.13572	0.146607	1.63106	-1.65866	-0.160383	-0.211399	0.506317	-0.3113	-0.466798	-0.726154	0.304465	-0.11499	-0.763525	-0.308841	-0.117717	0.146727	0.360533
Q9JLB0	0.613519	0.522842	-0.019057	0.678989	-0.0857475	0.606704	0.023906	-0.359696	-0.243775	-0.5829	0.0606263	-0.225281	-0.395694	-0.479733	NaN	-0.919598	NaN	NaN	NaN	NaN	-0.300956	0.299115	0.264262	-0.0146816	0.404561
Q9JLI8	-0.884629	-0.305846	-0.773786	-0.365098	NaN	-1.23511	-0.231542	-0.660136	0.199046	0.139016	-0.551646	0.344319	-1.94351	0.261878	0.372124	1.38382	-0.0152084	1.20631	0.228146	0.175198	1.12537	1.10822	0.323561	0.491216	0.518178
Q9JLJ2	0.0960779	0.415109	0.19012	0.699681	0.345668	0.683772	-0.00230503	NaN	-1.0597	-1.0098	-0.458388	NaN	-0.75524	NaN	-0.246829	0.273999	0.0466661	-1.06755	-0.110496	-0.726771	0.721875	0.404757	0.393031	0.565953	0.763982
Q9JLM8	1.12505	0.765529	0.772744	1.05507	0.861724	1.27329	0.782626	-0.656644	-1.00147	-0.952912	-0.677453	-0.205153	-0.563176	-1.08271	0.130349	-0.100909	-0.668735	-0.79283	-1.10614	-1.15382	0.748118	0.364705	1.22645	1.37981	1.24353
Q9JLN9	0.183763	0.0159986	-0.350073	0.00793815	-0.0494578	0.403475	0.0547101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.266354	NaN
Q9JLQ2	0.829667	0.655128	0.653545	0.619714	1.18022	0.886994	0.732049	-0.311194	-0.501798	NaN	NaN	-0.704358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.06714	-0.871085	-0.733506	-0.64486	-1.40288
Q9JLR9	0.0214899	-0.666523	-0.823748	0.23891	-0.0498393	0.652172	-0.0711768	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.698715	NaN
Q9JLT4	0.0865748	-0.0650079	NaN	0.299587	NaN	0.955881	-0.109648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.05084	-0.457762	0.341215
Q9JLV5	0.0448051	-0.019032	-0.179533	-0.0743126	-0.189961	0.260932	-0.626931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.725685	0.777814	0.52347	0.467056	0.153156
Q9JLZ3	0.646718	-0.366612	0.303512	1.03851	0.989314	1.1459	0.345466	0.29861	NaN	-1.46638	-0.690435	NaN	-0.837153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.09732	NaN	NaN	-0.824866	NaN
Q9JM14	-0.355918	-0.448217	-0.738055	-0.728406	-0.252967	-0.508737	-0.295291	0.504493	-0.255889	-0.84175	0.112738	-0.00883222	-0.000632524	-0.194011	1.56492	0.105166	0.665887	0.379716	0.955949	0.80201	0.0688999	-0.00651479	0.449218	0.526454	-0.370486
Q9JM52	0.218794	-0.440092	NaN	NaN	NaN	0.221298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JM63	-0.634887	0.859872	0.830945	1.17923	1.0136	0.337329	0.932388	-0.952939	-1.26906	-0.321803	0.824741	-1.03744	-1.20424	-1.19984	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9JM76	1.47698	1.27064	1.13183	1.29388	0.929039	1.32985	1.25334	-1.57007	-2.82092	-0.859379	-0.819426	-1.67867	-2.11492	-0.767592	0.817095	0.0158557	-0.335457	-0.529179	0.117203	-0.656344	0.529177	0.699186	0.880644	0.818691	0.920767
Q9JM96	0.422816	0.193299	0.543649	-0.302245	-0.224645	0.134479	0.362241	0.190627	NaN	NaN	-0.324662	NaN	0.290439	NaN	-0.643218	-0.233491	-0.460786	-0.691089	-0.420243	-0.210355	0.395448	0.456063	0.50521	0.160356	-0.10564
Q9JMA1	-0.0680048	0.757313	0.725313	0.41085	0.480205	-0.0172674	0.76124	-0.997578	-0.954935	-1.05994	-0.850535	-0.0524351	-0.892308	-0.66417	0.318111	0.181974	-0.532959	-0.0970595	-0.0799143	0.105631	1.1849	1.37443	1.07352	0.936508	0.842962
Q9JMD0	-1.12051	0.78081	0.305382	-0.319336	0.54785	-1.66896	-0.152904	0.23437	1.00106	0.163329	0.153515	0.976845	0.0184368	0.344191	-0.487403	-0.112791	-1.03966	-0.829443	-0.579401	-0.9393	0.830868	1.3299	1.24195	0.406012	0.00797886
Q9JME5	1.50023	0.795706	1.33692	1.07763	1.22627	1.77872	1.31605	0.157189	-2.39071	NaN	-1.21332	-1.08711	-0.0504472	-2.60896	0.00824767	-0.800502	-0.99461	-1.54387	-0.414514	-0.599533	0.351975	0.36649	1.21091	1.37371	1.26502
Q9JMF3	0.935081	0.230365	-0.836476	-0.144219	-0.121439	0.75239	0.569948	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.572841	NaN	NaN	NaN	-0.877543	NaN	NaN	-1.10334	0.779295	-0.442772	-0.314133
Q9JMG1	0.193901	1.28927	0.407854	-0.0836067	0.672127	-0.294918	0.59462	-0.230396	-0.0518723	-0.124149	-0.478008	0.380932	-0.0471592	0.398817	-1.0886	-0.626801	-0.624062	-1.82386	-1.3006	-1.289	1.12437	1.17712	1.33261	0.597803	0.434752
Q9JMG7	0.558571	0.554135	0.669087	0.311657	-0.453808	0.605389	0.837385	-1.27882	-1.70572	-1.5479	-1.48479	NaN	-1.22848	-1.08862	NaN	NaN	NaN	NaN	NaN	NaN	0.667631	1.07201	1.57906	0.927082	1.19913
Q9JMH6	-0.0619	1.32559	1.14113	1.33495	0.669566	0.248096	1.08415	NaN	-0.672452	-0.26998	-0.322812	-0.575635	NaN	0.313777	-1.15794	-0.00867927	-2.25395	0.365995	-2.15068	-1.92628	1.40377	1.39414	0.63745	0.586002	-0.0810498
Q9JMH9	1.39443	1.0921	0.965109	1.34718	1.33947	1.36128	0.995904	-0.459394	-1.35832	-0.548774	-0.694248	-1.45947	-0.711713	-1.22227	-0.736169	-1.36242	NaN	NaN	NaN	NaN	-0.0605062	-0.756379	0.436858	0.355889	0.131709
"Q9JMK2;Q9DC28"	-0.89621	-0.750531	-0.0674293	-0.512683	-0.00921702	0.116473	-0.615008	0.290778	0.85336	0.351485	-0.00799823	0.762189	0.52403	-0.475491	NaN	NaN	NaN	NaN	NaN	NaN	-0.197751	-0.537646	0.0501244	0.712293	0.279437
Q9QUG9	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9QUH0	0.535507	0.403382	0.563824	0.938257	0.22982	1.17607	0.422051	-0.500053	-1.49611	-0.74229	-1.3001	-1.11367	-0.509098	NaN	-0.702465	-0.318697	-0.885135	NaN	-0.733881	-0.835008	0.741402	0.703463	1.38608	0.88711	1.25728
"Q9QUI0;Q62159"	0.890555	1.11818	0.844862	1.05254	0.454102	0.935709	0.810658	-0.19339	-0.687637	-0.0438344	-0.0871332	0.206242	-0.221283	-0.452356	-0.326856	-0.634887	-0.953027	-1.14428	-0.243812	-0.803838	NaN	NaN	NaN	NaN	NaN
Q9QUM9	0.271602	0.85003	0.692662	0.75771	0.680621	0.408263	0.769244	-1.45613	-0.220963	-0.400296	-0.573012	-0.286773	-0.579188	-0.734811	-0.233979	-0.775659	-0.770057	-1.04238	-0.894185	-0.693769	0.72063	1.10205	0.96095	0.963534	0.779599
Q9QUP5	-0.432136	NaN	-0.0293074	0.047019	NaN	0.414424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9QUR6	0.530489	0.955366	0.716249	0.864563	0.105259	0.758434	0.756264	-1.06441	-1.41155	-0.866667	-0.461306	-0.930393	-1.21617	-0.80864	-0.407768	-0.173363	-1.1627	-0.386458	-1.01288	-0.936306	1.26377	1.57421	1.1803	1.38879	1.35584
Q9QUR7	0.458582	0.698506	0.322941	0.384406	0.54023	0.586962	0.274729	-0.0741134	0.360804	-0.572196	-0.214141	0.27097	0.478535	-0.117427	0.368651	-0.141094	-0.675115	-0.53684	-0.656658	-0.625585	-0.13751	0.169892	0.291041	-0.0557036	0.208724
Q9QUR8	-2.06495	1.55918	1.05765	0.920425	1.15014	-0.764609	1.31502	-1.99557	-0.432953	-0.286923	0.022264	0.564062	NaN	0.410734	-0.509562	2.13823	1.01116	1.271	-1.86219	-2.36964	1.21413	0.959602	-0.872454	-0.661994	-1.52129
Q9QWI6	2.15696	0.586925	0.686872	0.952167	0.792179	2.06446	0.533539	1.94076	NaN	-1.39022	-1.58117	-2.09747	2.34111	NaN	0.661779	-2.18628	NaN	-2.26729	-2.99774	NaN	-2.89039	-2.86994	2.00755	1.88147	1.20838
Q9QWR8	-0.769575	-0.741999	-0.713284	-0.101957	-0.12318	-1.02814	0.420864	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.767159	0.526966	1.07674	0.735176	1.00142	0.996847	0.341322	-0.375151	-0.732256	-0.343733	-0.937222
Q9QX47	-1.74644	-0.800257	NaN	-0.905127	-1.3597	-2.02029	-0.775267	NaN	-0.597235	0.0982473	-0.102505	-0.0159056	NaN	-0.405354	-0.286759	1.60648	-0.718924	0.0566137	-1.42091	0.111812	2.80327	2.96026	1.63437	2.35512	0.0308855
Q9QXA5	0.353921	1.12221	0.282107	0.503699	0.377812	-0.0764303	0.457976	-1.41721	NaN	0.16785	0.162055	-1.09998	NaN	-0.192395	0.63919	0.337901	0.422984	-0.0447416	0.702132	1.05731	0.459081	0.524913	0.393693	0.153979	-2.01644
Q9QXB9	0.285515	0.469732	0.704722	0.774897	0.827204	0.592087	0.541193	-0.446848	-0.689356	-0.050127	0.126942	0.299618	-0.92704	-0.429613	-1.2957	-0.624475	NaN	-1.89825	-1.93309	NaN	0.871687	0.74777	0.704355	0.814669	0.924536
Q9QXG2	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9QXG4	0.424694	-0.0835919	-0.486664	0.20264	-0.092381	0.440671	-0.218131	-1.01113	NaN	-0.780091	-0.507365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.244026	0.0879893	0.755039	0.737545	0.286752
Q9QXK3	-0.486482	-0.229251	0.179047	-1.75501	1.78958	-0.633609	0.162846	-0.0962976	NaN	NaN	NaN	-0.227506	-0.409864	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.919575	0.290822	0.0943133	1.14628	0.347579
Q9QXK7	NaN	NaN	NaN	-0.500765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.05793	0.990139	-0.770712	-0.0721033	-0.704489
Q9QXL2	0.781877	0.0426328	0.846794	0.607408	0.535213	0.759132	0.208111	0.374901	NaN	-0.312704	-0.341992	-0.868716	-0.618513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.214043	-0.415503	-0.445647	-0.130905	-0.101038
"Q9QXS1;Q8R0W0"	1.25248	-0.303013	-0.118698	0.673864	-0.137194	1.4225	-0.700359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.468447	-2.55217	1.20891	1.41153	0.529289
Q9QXS6	0.0172007	0.0664256	0.0208704	-0.195289	-0.505228	-0.04755	0.00806069	-0.833488	-1.72658	-0.576145	-0.711481	-1.42821	-1.06122	-0.867302	1.27392	0.714548	0.16593	0.609928	0.665098	0.457484	0.913214	0.819386	1.81408	1.37763	0.943403
Q9QXT0	-0.987295	0.185923	-0.187946	-0.270277	-0.11945	-1.25544	0.0447234	-1.2729	-0.873701	-1.32713	-1.2046	-1.03986	-1.47384	-0.842737	1.46513	1.78415	2.06044	1.83111	1.59573	1.30224	0.409382	0.73753	0.869419	0.232714	0.0579814
Q9QXV0	-0.798498	-1.54665	-0.244867	-0.725124	-1.34759	-1.06035	-1.93913	1.21825	NaN	0.280644	0.640024	-0.288555	1.68941	NaN	2.39098	0.857678	0.796763	0.644385	2.09619	2.41495	-3.05631	-1.40262	0.152785	-2.01165	1.10215
Q9QXX4	0.62184	-0.31793	0.303597	0.535439	-0.0385048	1.3757	0.109153	0.635197	NaN	-0.180534	0.903573	-0.695522	-0.0357678	-0.640399	NaN	NaN	NaN	NaN	NaN	NaN	0.549618	-0.87729	-0.982206	1.14551	-0.70325
Q9QXY6	0.833591	-0.242829	0.209907	0.604252	-0.0340122	1.19896	-0.778815	0.0415951	NaN	-0.30107	0.114561	NaN	-0.226277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9QXY9	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9QXZ0	1.4978	1.1936	1.39742	1.34751	1.3779	1.67138	0.955679	-0.843987	-1.39443	-0.626297	-0.778294	-1.16591	-0.329088	-1.31389	-1.07858	-1.81967	-2.43217	NaN	NaN	-4.1046	1.33609	0.772661	1.65929	1.77407	1.32792
Q9QY33	NaN	-0.0654624	-0.10101	0.126413	0.758646	-0.338867	-0.379719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"Q9QY36;Q3UX61"	-0.13527	0.864639	0.690534	0.687463	0.775922	-0.42391	0.67712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.41656	-0.103468	-1.1118	NaN	-1.50468
Q9QY76	-0.0449882	-0.280996	-0.326984	0.0522447	-0.172864	0.278178	-0.274772	1.06351	-0.741563	-0.413028	0.932679	-1.28803	0.848595	-0.879146	0.660687	0.357295	-0.826065	0.108096	0.343462	-0.0710235	-0.372356	-0.113267	1.01318	0.117718	0.543187
Q9QY93	NaN	-1.04339	-1.95736	-2.58775	-1.46638	NaN	-0.988269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.722311	1.90559	3.22349	1.72362	1.02058	0.88241	-0.478136	-0.956716	NaN	NaN	NaN
Q9QYA2	1.53757	1.28876	1.03024	1.61605	1.50049	1.8028	1.04024	-1.84199	-1.59348	-0.810638	-1.25458	-1.06944	-1.63939	-1.0689	NaN	NaN	NaN	NaN	NaN	NaN	0.162228	0.0251277	-0.0619962	0.848097	-0.161871
Q9QYB1	0.612606	1.96079	1.75177	1.64036	1.28994	1.25664	1.91004	NaN	-2.88995	-1.16948	-1.54091	-3.15591	NaN	-1.09482	-1.79319	-0.516693	NaN	-0.758753	NaN	NaN	1.74246	1.84029	1.05086	0.895323	0.444828
Q9QYB5	1.39193	0.508001	0.521989	0.407535	0.916347	1.52592	0.368717	0.737197	NaN	-0.472876	-0.23326	-0.463694	0.453722	NaN	-1.73354	-1.99293	NaN	-2.29282	NaN	NaN	-0.336567	0.0286365	1.20398	1.08393	0.626174
Q9QYB8	1.60503	0.752923	1.20802	1.04231	0.844718	1.34977	0.571143	0.650237	NaN	-0.641866	-0.141727	0.149075	-0.022554	-0.401462	-1.2816	-1.65247	-2.28839	-1.86863	NaN	-2.11211	-0.75731	-0.185863	0.639397	0.610877	0.793467
Q9QYC0	1.3982	0.769512	0.933546	1.06015	0.629498	1.61472	0.833332	0.24314	-0.874914	-0.136759	0.0965159	-0.654444	-0.133589	-0.5827	-0.820223	-1.52353	-1.60446	-1.98336	-1.73717	-1.47663	0.317246	0.482334	1.29416	1.13107	0.926867
